title,type,description,disciplines,organization,keywords,program_work_experience_required,url
Public Health Informatics Fellowship Program,Type: Professional Fellowships,"The Public Health Informatics Fellowship Program (PHIFP) is a 2-year applied training fellowship for professionals with a master’s or higher degree. We train professionals to apply principles of public health informatics to the practice of public health. Public health informatics is the systematic application of information and computer science and technology to public health practice, research, and learning. A doctoral (e.g., Ph.D., MD, PharmD) or master’s level degree is required. Relocation to Atlanta, Georgia is required. U.S. citizenship is not required.","Disciplines: Medicine / Health Sciences, Engineering, Public Service, Technology",Centers for Disease Control and Prevention (CDC),"Keywords: CDC, Epidemiology, Federal Government, Georgia, Public Health","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/public-health-informatics-fellowship-program/
"Science, Mathematics and Research for Transformation (SMART) Scholarship for Service Program","Type: Masters Fellowships, Undergraduate Fellowships","The Science, Mathematics And Research for Transformation (SMART) Scholarship for Service Program is an opportunity for students pursuing an undergraduate, graduate, or doctoral degree in Science, Technology, Engineering, and Mathematics (STEM) disciplines to receive a full scholarship and be gainfully employed upon degree completion at the U.S. Department of Defense. Includes full tuition and a stipend of $30K – $46K, and other benefits. Undergraduate applicants must be currently enrolled in a U.S. college or university. Graduate applicants can be either currently enrolled in a U.S. university or awaiting notification of admission.","Disciplines: Medicine / Health Sciences, Science, Engineering, Public Service, Technology",American Society for Engineering Education (ASEE),"Keywords: Doctoral Study, Federal Government, Full Funding, Fully Funded Master's, Graduate Study, Science, Security Studies, STEM",Work Experience: Any,https://www.profellow.com/fellowship/science-mathematics-and-research-for-transformation-smart-scholarship-for-service-program/
Senate Undergraduate Session Assistants Program,Type: Undergraduate Fellowships,"The Senate Undergraduate Session Assistants Program offers approximately 30 talented undergraduate students from accredited New York State universities an opportunity to experience state government and the legislative process through their participation in an on-site, academic enriching, and career-building work experience. The program runs for about 4 months, beginning in mid-January and ending in late April. Majors in all accredited disciplines are accepted and encouraged. Typically, 15 credit hours are awarded by most participating SUNY, CUNY, and independent colleges and universities, and students receive a $7,500 stipend. Applicants must be able to provide proof of eligibility to work in the U.S.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",New York State Senate,"Keywords: Government, New York, Public Administration, Public Policy, Undergraduates",Work Experience: Any,https://www.profellow.com/fellowship/senate-undergraduate-session-assistants-program/
America Needs You Fellows Program,Type: Professional Fellowships,"America Needs You helps first-generation college students, who are the first in their families to attend college, select, secure, and succeed in their careers. The Fellows Program is an intensive mentoring and training program where Fellows develop relationships with highly accomplished community and business leaders. ANY Fellows attend 24 full-day workshops over two years, receiving intense career development and leadership training. All Fellows are matched one-on-one with a young professional Mentor Coach dedicated to their personal and professional growth. Fellows receive up to $1,000 in grant funding each year.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",America Needs You,"Keywords: Career Development Workshops, College Students, First Generation College Students, intensive career development, Leadership, New Jersey, New York, New York City",Work Experience: Any,https://www.profellow.com/fellowship/america-needs-you-fellows-program/
Encore Fellowships,Type: Professional Fellowships,"Encore Fellowships are designed to deliver new sources of talent to organizations solving critical social problems. These paid, time-limited Fellowships match skilled, experienced professionals at the end of their midlife careers with social-purpose organizations. During the Fellowship period (typically six to 12 months, half to full time), the Fellows take on roles that bring significant, sustained impact to their host organizations. Applications open in U.S. cities and London, U.K. with varying deadlines. Please check the website for details.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Encore.org,"Keywords: Career Change, Experienced Professionals, Multidisciplinary, Non-profit, nonprofit, Public Service, Retired Professionals, Social Impact",Work Experience: 10+,https://www.profellow.com/fellowship/encore-fellowships/
Norman E. Borlaug International Agricultural Science and Technology Fellowship,Type: Professional Fellowships,"The Norman E. Borlaug International Agricultural Science and Technology Fellowship Program offers training and collaborative research opportunities to scientists, researchers and policymakers from 26 eligible countries. Fellows will work one-on-one with a mentor at a U.S. university, research center or government agency, usually for 6-12 weeks. The U.S. mentor will later visit the fellow’s home institution to continue collaboration. Candidates must have a Master’s or PhD, have at least two years of practical experience, and employed by a university, government agency or research entity in their home country.","Disciplines: Science, Engineering, Technology",U.S. Department of Agriculture,"Keywords: Agriculture, Carribean, Food Security, International Development, Latin America, Post-doctoral","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/norman-e-borlaug-international-agricultural-science-and-technology-fellowship/
Graduate Fellowship in Regional Science,Type: Doctoral Fellowships,"Graduate students enrolled in Ph.D. programs in North America are encouraged to apply for the Thirteenth Benjamin H. Stevens Graduate Fellowship in Regional Science. Regional Science is a multidisciplinary field concerned with the theory and method of urban and regional phenomena. Regional Scientists apply theoretical and empirical frameworks and methods of the social and other sciences, as well as develop new ones specifically for regional analysis and policy. The Fellowship consists of a stipend in the amount of $30,000 (U.S.), paid over a twelve-month period.","Disciplines: Social Sciences / Liberal Arts, Science, Engineering, Public Service",North American Regional Science Council of the Regional Science Association International (NARSC-RSAI),"Keywords: PhD, Policy Analysis",Work Experience: Any,https://www.profellow.com/fellowship/graduate-fellowship-in-regional-science/
Morehead-Cain Scholars,Type: Undergraduate Fellowships,"The Morehead-Cain is a four-year merit scholarship to the University of North Carolina at Chapel Hill. It promises 4 years of full tuition, student fees, housing, meals, books, and a laptop and a four-year Summer Enrichment Program made up of diverse, customized experiences that begin the summer before freshman year. To be eligible, you must be a competitive applicant to the University of North Carolina at Chapel Hill, on track to graduate high school in the spring, and unmarried and without children. Admission to UNC is a separate process from applying for the Morehead-Cain and the Morehead-Cain application is varied by state or country but all deadlines in October.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs","University of North Carolina, Chapel Hill",Keywords: University of North Carolina Chapel Hill,Work Experience: Any,https://www.profellow.com/fellowship/morehead-cain-scholars/
Google News Initiative Student Fellowship,Type: Summer Fellowships,"The Google News Initiative Student Fellowship offers students interested in journalism and technology the opportunity to spend the summer working at relevant organizations across the world to gain valuable experience and make lifelong contacts and friends. Fellows receive a stipend and a travel budget during the 10-week program, which runs from June-August. Available in the U.S., U.K., South Korea, Germany, Australia, Denmark, Finland, Sweden, Norway, and Ireland. Deadlines and eligibility requirements vary by country, Check the website.","Disciplines: Communications, Technology",Google,"Keywords: Communications, Data Journalism, Data-Driven Journalism, Europe, Graduate Students, Journalism, Media Professionals, Recent graduates, Silicon Valley, Technologist, Technology","Work Experience: 0-5, 5-10",https://www.profellow.com/fellowship/google-news-lab-fellowship/
AGU Congressional Science Fellowship,Type: Professional Fellowships,"AGU is pleased to have sponsored a Congressional Science Fellowship for over thirty years. The Fellowship program enables more effective use in government of scientific knowledge and provides a unique experience to scientists seeking careers involving public use of technical information. The Congressional Science Fellowship program places highly qualified, accomplished scientists, engineers, and other professionals in the offices of either an individual Member of Congress or on a committee for a one-year assignment.","Disciplines: Science, Public Service, Technology",American Geophysical Union,"Keywords: Congress, Public Policy, Science Policy, STEM, Washington DC",Work Experience: Any,https://www.profellow.com/fellowship/agu-congressional-science-fellowship/
AAAS Mass Media Science & Engineering Fellows Program,"Type: Masters Fellowships, Undergraduate Fellowships, Summer Fellowships","Fellows work for 10 weeks during the summer as reporters, researchers, and production assistants in mass media organizations nationwide. As part of their job, the student-scientists and their host-journalists strive to make science news easy for the public to understand. AAAS typically selects from 15-20 Mass Media Fellows each summer. Fellows are provided a weekly stipend of $800 as well as travel expenses to and from AAAS and their sites. Applicants must be enrolled as university students or have completed a degree in the natural, physical, health, engineering, computer, or social sciences or mathematics in order to apply.","Disciplines: Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Engineering",American Association for the Advancement of Science (AAAS),"Keywords: Communications, Science Journalism, STEM",Work Experience: Any,https://www.profellow.com/fellowship/aaas-mass-media-science-engineering-fellows-program/
Projects for Peace Summer Grants,"Type: Masters Fellowships, Undergraduate Fellowships, Summer Fellowships","Projects for Peace Summer Grants is a global program that encourages young adults to develop innovative, community-centered, and scalable responses to the world’s most pressing issues. Along the way, these student leaders increase their knowledge, improve their skills, and establish identities as peacebuilders and changemakers. Every year 100 or more student leaders are awarded a grant in the amount of $10,000 each to implement a “Project for Peace,” anywhere in the world, typically over summer break. Projects for Peace are grassroots activities that address the root causes of conflict and promote peace. Grantees must attend a Projects for Peace partner institution.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Projects for Peace,"Keywords: International Relations, International Students, Peace, Peacebuilder, Self-designed Project",Work Experience: Any,https://www.profellow.com/fellowship/projects-for-peace-grants/
FUSE Executive Fellows,Type: Professional Fellowships,"FUSE Executive Fellows are mid-career professionals who are committed to racial equity, have 15+ years of private sector experience, and are looking to transition their careers for greater social impact. Executive Fellows are embedded in a government agency full-time for one year. FUSE works closely with government and community partners to co-create fellowship projects based on their highest priority challenges. Executive Fellows receive a salary of $80,000 and have access to a range of benefit options. The FUSE Executive Fellowship Program launches three cohorts annually in the spring, summer, and fall. Please check the website regularly for updates about projects and timelines.","Disciplines: Education, Social Sciences / Liberal Arts, Business, Communications, Public Service, Technology, Law",Fuse Corps,"Keywords: Career Change, Civic Innovation, Experienced Professionals, Local Government, Mid-Career, Public Policy, Public Service, Racial Equity, Social Entrepreneurship, Social Impact, Social Justice, State Government",Work Experience: 10+,https://www.profellow.com/fellowship/fuse-corps-executive-fellows/
Lindemann Trust Fellowships,Type: Post-doctoral Fellowships,"The English-Speaking Union offers up to five grants a year worth $100,000 each for postdoctoral scientists to carry out research in the USA. The Fellowships are awarded to graduates of exceptional promise in both the pure and applied physical sciences who have shown capacity for producing original research. Each fellowship lasts for two years and supports research in the fields of astronomy, biophysics, chemistry, engineering, geology, geophysics, mathematics and physics. To be eligible to apply, candidates must be British or Commonwealth citizens, a resident in the UK, and have recently completed a doctorate or be expecting to complete before the fellowship.","Disciplines: Science, Engineering",The English-Speaking Union,"Keywords: Astronomy, Biophysics, Chemistry, Engineering, Geology, Geophysics, Mathematics, Physical Sciences Research, Physics",Work Experience: Any,https://www.profellow.com/fellowship/lindemann-trust-fellowships/
IEEE-USA Engineering & Diplomacy Fellowship,Type: Professional Fellowships,"IEEE-USA is seeking IEEE U.S. members who are interested in spending a year working in Washington as an IEEE-USA Engineering and Diplomacy Fellow. IEEE-USA fellows serve a one-year fellowship starting in September. The fellowship offers an opportunity for the science, technology, and engineering community to provide technical expertise to the U.S. State Department, and help raise awareness of the value of your input while you learn about and contribute to the foreign policy process. Fellows receive a stipend of $85,000, depending on education level and experience, plus $5,000 for travel and relocation expenses.",Disciplines: Engineering,IEEE-USA,"Keywords: Federal Government, STEM, Washington DC","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/ieee-usa-engineering-diplomacy-fellowship/
Institute of Current World Affairs Fellowship,Type: Professional Fellowships,"The ICWA fellowship program aims to nurture deep expertise in foreign countries and cultures by supporting a Fellow who carries out a program of self-designed, independent study abroad for a minimum of two years. We look for candidates who are sufficiently prepared to take advantage of the opportunity we offer. Fellowships are aimed at developing knowledge and professional skills, not awarding research or reporting opportunities to those who already have them. We expect candidates to have the necessary language skills to allow them to carry out their proposed project. Candidates must be under age 36. U.S. citizenship is not a requirement, but candidates must show strong and credible ties to U.S. society.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Institute of Current World Affairs,"Keywords: Cultural Studies, Exceptional, International Affairs, Multidisciplinary, Self-designed Project, Travel","Work Experience: 0-5, 5-10",https://www.profellow.com/fellowship/the-institute-of-current-world-affairs-fellowship/
Marshall Memorial Fellowship,Type: Professional Fellowships,"The Marshall Memorial Fellowship (MMF) is GMF’s flagship leadership development program. Created in 1982 to introduce a new generation of European leaders to the United States, it now prepares leaders from both sides of the Atlantic for transatlantic relations. The program relies on 6 months of distance learning and 24 days of first-hand experience to facilitate knowledge and network development for effective transatlantic engagement. GMF awards 75 Marshall Memorial Fellowships each year to candidates from all sectors, including business, government, and civil society. Candidates should have a minimum of 6 years of work experience in a leadership position.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Communications, Engineering, Public Service, Technology, Law, International Affairs",German Marshall Fund of the United States,"Keywords: Europe, Germany, Multidisciplinary, Short-term",Work Experience: 5-10,https://www.profellow.com/fellowship/marshall-memorial-fellowship/
ORNL Distinguished Staff Fellowship Program,Type: Post-doctoral Fellowships,"The ORNL Distinguished Staff Fellowships are 3-year appointments awarded to outstanding early-career scientists and engineers with demonstrated success within their academic, professional, and technical areas, who have high potential to be future science leaders. These highly competitive fellowships are available across a variety of research disciplines, including biology and the environment, clean energy, fusion and fission, isotope science, materials science, national security, neutron science, and supercomputing. Applicants must have received their PhD in a STEM field within the last 5 years. There are three application cycles per year: January/February, May/June, and September/October.","Disciplines: Science, Engineering, Technology",Oak Ridge National Laboratory,"Keywords: Energy, Engineering, Life Sciences, Post-doctoral, STEM",Work Experience: 0-5,https://www.profellow.com/fellowship/distinguished-staff-fellowship-program/
Hubert H. Humphrey Fellowship Program,Type: Professional Fellowships,"A year of professional enrichment in the United States for experienced professionals from designated countries undergoing development or political transition. Humphrey Fellowships are awarded competitively to candidates who are mid-career professionals in many fields. Applicants are required to have an undergraduate degree, a minimum of five years of substantial, full-time, professional experience, limited or no prior experience in the United States, demonstrated leadership qualities, a record of public service in the community, and strong English skills. Application deadlines vary by country. Embassies and Commissions must submit their nominations to the Institute of International Education office in Washington, DC by October 1.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",U.S. Department of State,"Keywords: Fulbright Exchange, Leadership, Leadership Development, Mid-Career, Non-U.S. Citizen, Professional Development",Work Experience: 5-10,https://www.profellow.com/fellowship/hubert-h-humphrey-fellowship-program/
Richard Morris Hunt Fellowship in Architecture,Type: Professional Fellowships,"The Richard Morris Hunt Prize is an intensive and curated six-month fellowship, divisible into two or three periods, that carries a $20,000 award for registered architects to pursue cutting-edge research on emerging trends in historic preservation. As part of the RMHP experience, the Fellow benefits from guidance and access to a network of the leading historic preservation professionals in France and the United States. U.S. design professionals study in France, and French design professionals study in the U.S. for alternating years. Applicants must be U.S. citizens or permanent residents.","Disciplines: Creative Arts, Engineering, Technology",Richard Morris Hunt Fellowship,"Keywords: Architects, Architectural Engineering, Architecture, Europe, Historic Preservation, International Exchange, RMHP","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/richard-morris-hunt-fellowship-in-architecture/
Structural Engineering Travel Fellowship,Type: Professional Fellowships,"The Structural Engineering Travel Fellowship is a $20,000 award that aims to foster an appreciation of the aesthetic potential in the structural design of buildings and bridges by enabling a gifted graduate to experience works of architecture and engineering first hand. The Foundation hopes that the Fellow will in turn influence the practice and teaching of structural engineering in the future. Applicants must be graduating with a bachelor’s degree, master’s degree, or Ph.D. in Civil or Architectural Engineering with a specialization in Structural Engineering from a U.S. school. U.S. citizenship is not required.",Disciplines: Engineering,SOM Foundation,"Keywords: Architectural Engineering, Architecture, Structural Engineering",Work Experience: Any,https://www.profellow.com/fellowship/structural-engineering-travel-fellowship/
Josephine De Karman Fellowships,Type: Doctoral Fellowships,"The Josephine De Karman Fellowship Trust was established in 1954 by the late Dr. Theodore Von Karman, world renowned aeronautics expert and teacher. The purpose of this Fellowship program is to recognize and assist students whose scholastic achievements reflect Professor Von Karman’s high standards. DeKarman fellowships are open to PhD students in any discipline, including international students, who are currently enrolled in a California-based partner university (see website for list). Six dissertation fellowships of $25,000 for doctoral students will be awarded for the regular academic year. Special consideration will be given to applicants in the Humanities.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Josephine De Karman Fellowship Trust,"Keywords: California, Dissertation Research, Humanities, Multidisciplinary, PhD, Stanford University, University of California",Work Experience: Any,https://www.profellow.com/fellowship/josephine-de-karman-fellowships/
Asia Pacific Leadership Program (APLP),Type: Professional Fellowships,"The Asia Pacific Leadership Program is a cohort-based leadership learning and development opportunity for mid-career professionals (5+ years of work experience) from the United States and the Asia Pacific region. Through place-based, experiential learning, APLP fellows learn and practice leadership strategies to enhance personal, team, and community effectiveness. The APLP is a 9-month program with a minimum 5-month residency requirement. During the first five months, all participants are based at the East-West Center in Honolulu and live on campus. All APLP participants are granted an Entry Fellowship by the East-West Center to cover the majority of program fees. The value of these fellowships is approximately US$15,000.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",The East-West Center,"Keywords: Asia Pacific, Hawaii, Honolulu, Leadership, Leadership Program, Mid-Career, Professional Development","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/asia-pacific-leadership-program-aplp/
Thomas J. Watson Fellowship,Type: Professional Fellowships,"The Thomas J. Watson Foundation provides fellowships to graduating seniors nominated by a participating college or university in the United States to engage in a year of independent study and travel abroad following their graduation. The project must be one that can be pursued with independence and adaptability, and it cannot involve formal study at a foreign institution. It must involve travel to areas where the student has not previously lived or studied for a significant length of time. The fellowship offers a stipend of $40,000. Ask your campus advisor about internal deadlines. The national selection process begins in November.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Thomas J. Watson Foundation,"Keywords: Exploration, Independant Study, Recent graduates, Self-designed Project, Travel",Work Experience: Any,https://www.profellow.com/fellowship/thomas-j-watson-fellowship/
GEM MS Engineering and Science Fellowship Program,Type: Masters Fellowships,"The goals of the GEM fellowships are to increase the number of underrepresented minority students pursuing graduate degrees in engineering and science and to promote the benefits of a graduate degree within the industry. GEM MS Engineering and Science Fellows receive a $4,000 living stipend per full-time semester up to 4 semesters ($8K per academic year – 3 quarters), up to two paid summer internships with a GEM Employer Member, and full tuition and fees provided by a GEM University Member. Applicants must be U.S. citizens or U.S. permanent residents. Apply by October 1 for early consideration.","Disciplines: Medicine / Health Sciences, Science, Engineering, Technology",The National GEM Consortium,"Keywords: Engineering, Full Funding, Graduate Study, Master's, Minority, Science, STEM, Underrepresented",Work Experience: Any,https://www.profellow.com/fellowship/gem-fellowship-ms-engineering-fellowship-program/
TED Fellows,Type: Professional Fellowships,"Every year, through a rigorous application process, TED selects a group of rising stars across all disciplines to be TED Fellows based on remarkable achievement, strength of character, and an innovative approach to solving the world’s tough problems. Once selected, Fellows receive transformational support. Fellows are invited to attend a TED Conference, where they meet, exchange ideas, and give their own TED Talk. They participate in a professional coaching and mentoring program, work with a public relations expert dedicated to sharing their latest projects with the world, and are active in an online network, resulting in collective problem-solving, cross-disciplinary collaborations, and resource sharing. All TED Fellows also have the opportunity to apply for a Senior Fellowship.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",TED,"Keywords: Exceptional, International Exchange, Leadership, Multidisciplinary",Work Experience: Any,https://www.profellow.com/fellowship/ted-fellows/
Killam Fellowships Program,Type: Undergraduate Fellowships,"The Killam Fellowships Program provides an opportunity for undergraduate students from universities in Canada and the United States to spend either one semester or a full academic year as an exchange student in the other country. The Killam Fellowships Program offers a cash award of $10,000 US ($5,000 US per semester). The Foundation hosts all new Killam Fellows at an Orientation program in Ottawa each fall and again at a seminar in Washington D.C. each spring. In addition, all Fellows are eligible to apply for a mobility grant up to $800. The application must be submitted according to the internal deadline of your institution (in the case of the direct exchange), or by January 31 (in the case of the open competition).","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Fulbright Canada,"Keywords: Canada, Multidisciplinary, Study Abroad, United States",Work Experience: Any,https://www.profellow.com/fellowship/killam-fellowships-program/
Ernest F. Hollings Scholarship,Type: Undergraduate Fellowships,"The National Oceanic and Atmospheric Administration (NOAA) Ernest F. Hollings Scholarship program is designed to increase undergraduate training in oceanic and atmospheric science, research, technology, and education and foster multidisciplinary training opportunities. The program provides successful undergraduate applicants with awards that include academic assistance (up to $9,500 per year) for two years of full-time study and a 10-week, full-time paid ($700/week) internship at a NOAA facility during the summer. Applicants must be currently enrolled or accepted at an accredited college or university within the U.S. and a full-time 2nd year student in a four-year undergraduate program OR a full-time 3rd year student in a five-year undergraduate program OR a community college or transfer student who is applying to a four-year institution.","Disciplines: Science, Engineering, Technology",National Oceanic and Atmospheric Administration (NOAA),"Keywords: Engineering, Federal Government, Marine Engineering, Ocean Engineering, Paid Internships, STEM, Undergraduates",Work Experience: Any,https://www.profellow.com/fellowship/ernest-f-hollings-scholarship/
National Defense Science and Engineering Graduate (NDSEG) Fellowships,Type: Doctoral Fellowships,"As a means of increasing the number of U.S. citizens and nationals trained in science and engineering disciplines of military importance, the Department of Defense (DoD) plans to award approximately 200 new three-year graduate fellowships. The DoD will offer these fellowships to individuals who have demonstrated the ability and special aptitude for advanced training in science and engineering. National Defense Science and Engineering Graduate (NDSEG) Fellowships are awarded to applicants who will pursue a doctoral degree in, or closely related to, an area of DoD interest. The Fellowship covers, full tuition and mandatory fees, health insurance, and a stipend.","Disciplines: Medicine / Health Sciences, Science, Engineering, Technology",U.S. Department of Defense (DoD),"Keywords: Aeronautical Engineering, Astrodynamics, Aviation / Aerospace Technology, Biomedical Engineering, Biosciences, Chemical Engineering, Chemistry, Civil Engineering, Federal Government, Geosciences, Homeland Security, Mathematics, Mechanical Engineering, Nuclear Sciences, Oceanography, PhD, STEM, Technology",Work Experience: Any,https://www.profellow.com/fellowship/national-defense-science-and-engineering-graduate-ndseg-fellowships/
AAUW Selected Professions Fellowships,Type: Masters Fellowships,"AAUW Selected Professions Fellowships provide opportunities for women to pursue graduate and first-professional degrees in architecture, computer and information sciences, engineering, and mathematics, fields where women traditionally have been underrepresented and where the employment outlook and earnings potential are strong. To address the underrepresentation of women of color in promising professions and encourage cultural diversity in these areas, fellowships in business administration, law, and medicine are also available, but only to women of color. Recipients must be U.S. citizens or permanent residents.","Disciplines: Medicine / Health Sciences, Science, Business, Engineering, Technology, Law",American Association of University Women (AAUW),"Keywords: Minority, Statistics, STEM, STEM Fellowships, Underrepresented, Women, Women of Color",Work Experience: Any,https://www.profellow.com/fellowship/aauw-selected-professions-fellowships/
AAUW International Fellowships,"Type: Doctoral Fellowships, Masters Fellowships, Post-doctoral Fellowships","AAUW International Fellowships are awarded for full-time study or research to women who are not U.S. citizens or permanent residents. Fellowships support graduate or postgraduate studies at accredited institutions. Recipients are selected for academic achievement and demonstrated commitment to women and girls. The overwhelming majority return to their home countries to become leaders in government, academia, community activism, the arts, and science. Applicants must have citizenship in a country other than the United States (dual citizenship is not allowed).","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",American Association of University Women (AAUW),"Keywords: International Students, Non-U.S. Citizen, Women's Empowerment",Work Experience: Any,https://www.profellow.com/fellowship/aauw-international-fellowships/
AAUW American Dissertation Fellowships,Type: Doctoral Fellowships,"The purpose of the American Dissertation Fellowship is to offset a women scholar’s living expenses while she completes her dissertation. The fellowship must be used for the final year of writing the dissertation. Open to applicants in all fields of study. Scholars engaged in science, technology, engineering, and math fields or those researching gender issues are especially encouraged to apply. Applicants must be U.S. citizens or permanent residents.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",American Association of University Women (AAUW),"Keywords: Dissertation, Dissertation Research, Doctoral Study, Multidisciplinary, PhD, Scholars, Women",Work Experience: Any,https://www.profellow.com/fellowship/aauw-american-dissertation-fellowships/
Earth Institute Postdoctoral Fellowships,Type: Post-doctoral Fellowships,"The Fellows Program provides innovative postdoctoral scholars with the opportunity to build a foundation in one of the core disciplines represented within the Earth Institute ((sustainability, the environment, social justice, and the geosciences), and cross-disciplinary expertise related to sustainable development. Specific areas of research include carbon neutral economy, adapting to future climate, earth fundamentals, resilient ecosystems, climate, and social systems, and climate justice and equity. Earth Institute fellowships will ordinarily be granted for a period of 24 months and include a $12,000 research allowance for the two-year appointment and carry an annual salary of about $71,640.","Disciplines: Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Engineering",Earth Institute at Columbia University,"Keywords: Columbia University, Environment, New York, New York City, Sustainability","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/earth-institute-postdoctoral-fellowships/
Switzer Environmental Fellowship Program,"Type: Doctoral Fellowships, Masters Fellowships","The goal of the Switzer Environmental Fellowship Program is to support highly talented graduate students in New England and California whose studies are directed toward improving environmental quality and who demonstrate the potential for leadership in their field. The Fellowship provides a one-year $15,000 cash award for graduate study as well as networking and leadership support to awardees. 20 annual awards to students pursuing environmental policy, economics, land and water conservation, public health, journalism, architecture, environmental justice, business and law as well as sciences including biology, chemistry and engineering.","Disciplines: Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Engineering, Technology, Law",Robert & Patricia Switzer Foundation,"Keywords: California, Connecticut, DACA, DACA Recipient, Environment, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Work Experience: Any,https://www.profellow.com/fellowship/switzer-environmental-fellowship-program/
Math for America Master Teacher Fellowship,Type: Professional Fellowships,"Over the course of the four-year fellowship, MƒA Master Teachers – NYC K-12 public school mathematics and science teachers with more than four years of teaching experience – join a community of exceptional STEM educators. MƒA Master Teachers come together on a regular basis to collaborate and learn from each other. Whether by participating in professional workshops and events, through mentorship of MƒA Early Career Fellows, or by developing and facilitating new MƒA courses, Master Teachers continue to grow with fellow teachers, who share a passion for science or mathematics. The fellowship provides $60,000 in stipends over four years.","Disciplines: Education, Science, Engineering, Technology",Math for America (MfA),"Keywords: Education, Graduate Study, K-12, Public Service, STEM, Teaching",Work Experience: Any,https://www.profellow.com/fellowship/math-for-america-master-teacher-fellowship/
Christine Mirzayan Science and Technology Policy Graduate Fellowship,Type: Professional Fellowships,"This 12-week professional development fellowship engages fellows in the analytical process that informs US science and technology policy. Fellows develop the basic skills necessary to participate in science policy at the federal, state, or local levels. Graduate and professional school students and those who have completed a graduate degree within the last 5 years may apply. Areas of study may include any social/behavioral science, medical/health discipline, physical or biological science, any field of engineering, law, business, public administration, or any relevant interdisciplinary field. Fellows receive a stipend of $11,000.","Disciplines: Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Engineering, Public Service, Technology, Law",The National Academies,"Keywords: Public Policy, Science Policy, Short-term, STEM, Technology Policy, Washington DC","Work Experience: 0-5, 5-10",https://www.profellow.com/fellowship/christine-mirzayan-science-technology-policy-graduate-fellowship/
Eben Tisdale Public Policy Fellowship,"Type: Masters Fellowships, Summer Fellowships","The Eben Tisdale Fellowship offers outstanding opportunities for students to learn about high-tech public policy issues with hands-on experience in Washington, D.C. The Fellowship provides a full scholarship of $8,695 to attend the Business + Government Relations program as well as a $1,000 stipend. Tisdale Fellows will be placed with a high-tech company, firm, or trade association, take two classes worth six credits from George Mason University, and live in furnished apartments on George Washington University’s downtown campus. Fellows will also attend weekly issues seminar lunches hosted by Tisdale sponsors. Check the website for priority deadlines.","Disciplines: Business, Engineering, Public Service, Technology",The Fund for American Studies (TFAS),"Keywords: Ethics, Housing, Public Policy, Summer, Technology Policy, Washington DC",Work Experience: Any,https://www.profellow.com/fellowship/eben-tisdale-public-policy-fellowship/
